ID;Fecha_Nacim;Edad;Educacion;Estado_Civil;Ingreso_Anual;Niños;Adolescente;Fecha_ingreso;Dias_Ulti_Comp;Gastos_Vinos;Gastos_Frutas;Gastos_Carne;Gastos_Pescados;Gastos_Dulces;Gastos_Joyas;Cant_Ofertas;Cant_Comp_Web;Cant_catalogo_comp;Cant_Com_Almacen;Num_Visitas_Web
776;1975;47;Universitario;Casado;27573;Un hijo;0;25/3/2013;45;50;15;110;39;15;15;4;5;1;4;8
777;1978;44;Universitario;Pareja;42011;Un hijo;0;26/3/2013;46;131;0;16;2;1;39;4;3;1;4;8
778;1956;66;Universitario;Viudo;46984;Un hijo;1;26/3/2013;71;19;1;10;2;1;8;1;1;0;3;5
779;1966;56;Master;Soltero;43456;Sin hijos;1;26/3/2013;0;275;11;68;25;7;7;3;5;1;8;5
780;1956;66;Universitario;Casado;67131;Sin hijos;1;26/3/2013;72;465;71;250;93;35;62;3;9;2;12;6
781;1975;47;Universitario;Casado;61456;Sin hijos;1;27/3/2013;47;563;76;384;84;192;89;4;6;10;13;4
782;1981;41;Primario;Casado;56337;Un hijo;1;27/3/2013;25;349;16;144;28;5;182;5;8;5;4;8
783;1957;65;Secundario;Casado;75283;Un hijo;2;27/3/2013;26;733;9;180;12;19;66;11;6;3;5;4
784;1990;32;Master;Soltero;91172;Sin hijos;0;27/3/2013;94;162;28;818;0;28;56;0;4;3;7;3
785;1949;73;Master;Casado;76995;Sin hijos;1;28/3/2013;91;1012;80;498;0;16;176;2;11;4;9;5
786;1961;61;Master;Casado;80950;Sin hijos;0;28/3/2013;44;525;147;112;219;147;63;1;6;7;9;2
787;1979;43;Universitario;Soltero;60152;Sin hijos;1;28/3/2013;6;325;83;300;86;58;91;1;6;4;12;3
788;1971;51;Master;Casado;39791;Sin hijos;1;28/3/2013;89;85;15;27;13;13;21;2;3;1;4;7
789;1984;38;Universitario;Casado;38680;Un hijo;0;28/3/2013;97;11;0;36;15;5;12;1;2;0;3;7
790;1973;49;Universitario;Casado;67432;Sin hijos;1;29/3/2013;69;432;79;341;177;136;170;2;8;5;4;4
791;1956;66;Universitario;Casado;71391;Sin hijos;1;29/3/2013;50;336;123;274;46;123;141;5;6;5;12;3
792;1975;47;Primario;Casado;37284;Un hijo;1;29/3/2013;46;11;1;2;2;1;6;1;0;0;3;6
793;1960;62;Secundario;Pareja;38201;Sin hijos;1;29/3/2013;19;233;0;23;0;0;12;4;5;1;5;8
794;1975;47;Primario;Casado;37284;Un hijo;1;29/3/2013;46;11;1;2;2;1;6;1;0;0;3;6
795;1955;67;Secundario;Casado;66465;Sin hijos;1;30/3/2013;1;1200;0;204;38;29;14;3;11;9;12;6
796;1956;66;Secundario;Pareja;76542;Sin hijos;0;30/3/2013;91;794;73;573;0;29;14;1;4;8;10;2
797;1990;32;Primario;Soltero;51250;Un hijo;0;30/3/2013;28;342;32;230;34;32;40;5;10;5;4;9
798;1986;36;Secundario;Casado;82333;Sin hijos;0;30/3/2013;60;1311;0;359;46;89;17;1;4;3;10;2
799;1956;66;Universitario;Pareja;46097;Sin hijos;1;31/3/2013;11;72;24;68;65;4;8;5;3;1;6;4
800;1970;52;Universitario;Divorciado;58710;Sin hijos;1;31/3/2013;77;440;81;368;0;122;174;6;11;5;9;6
801;1987;35;Universitario;Pareja;67605;Sin hijos;0;31/3/2013;84;336;28;282;184;54;54;1;2;8;6;1
802;1969;53;Master;Casado;70091;Un hijo;0;31/3/2013;11;964;34;137;15;0;11;2;5;2;10;8
803;1968;54;Universitario;Soltero;36065;Un hijo;1;31/3/2013;54;18;7;34;10;2;3;3;3;0;3;8
804;1984;38;Master;Casado;42207;Un hijo;0;1/4/2013;71;116;11;72;3;17;46;4;4;1;5;6
805;1979;43;Universitario;Soltero;60474;Sin hijos;1;1/4/2013;25;265;199;303;234;9;170;7;10;2;12;7
806;1962;60;Universitario;Pareja;51195;Un hijo;1;1/4/2013;46;230;14;156;82;24;58;8;9;2;5;8
807;1970;52;Master;Pareja;51195;Sin hijos;1;1/4/2013;39;187;5;65;26;20;14;2;4;2;6;5
808;1979;43;Universitario;Soltero;60474;Sin hijos;1;1/4/2013;25;265;199;303;234;9;170;7;10;2;12;7
809;1966;56;Universitario;Divorciado;70287;Sin hijos;0;2/4/2013;30;295;35;482;121;120;40;1;5;5;10;3
810;1986;36;Secundario;Soltero;69867;Sin hijos;0;2/4/2013;30;196;0;512;33;130;54;1;3;5;8;1
811;1956;66;Secundario;Casado;66334;Sin hijos;1;3/4/2013;82;909;11;218;0;0;23;2;9;3;5;5
812;1944;78;Universitario;Casado;65275;Sin hijos;0;3/4/2013;9;388;14;218;91;14;21;1;4;3;13;2
813;1976;46;Universitario;Pareja;50200;Un hijo;1;3/4/2013;70;266;6;51;8;6;64;6;7;1;5;8
814;1975;47;Secundario;Casado;60631;Un hijo;1;5/4/2013;88;565;6;65;0;6;19;5;9;2;8;7
815;1974;48;Universitario;Divorciado;102692;Sin hijos;0;5/4/2013;5;168;148;444;32;172;148;1;6;9;13;2
816;1982;40;Universitario;Casado;79908;Sin hijos;0;5/4/2013;30;557;129;761;29;185;111;1;5;6;7;2
817;1961;61;Universitario;Soltero;46524;Sin hijos;1;5/4/2013;70;31;19;35;26;14;52;2;1;1;5;3
818;1983;39;Master;Casado;27100;Un hijo;0;5/4/2013;64;12;0;13;2;0;10;1;1;0;3;7
819;1968;54;Universitario;Pareja;40521;Un hijo;1;5/4/2013;82;12;0;5;0;0;4;1;0;1;2;5
820;1983;39;Master;Casado;27100;Un hijo;0;5/4/2013;64;12;0;13;2;0;10;1;1;0;3;7
821;1982;40;Master;Casado;43815;Un hijo;0;5/4/2013;53;14;10;29;4;7;15;1;2;0;3;6
822;1958;64;Universitario;Casado;48192;Sin hijos;0;6/4/2013;76;1039;43;204;153;58;29;3;2;8;12;8
823;1972;50;Universitario;Soltero;72504;Sin hijos;1;6/4/2013;43;604;26;470;123;161;94;2;5;9;6;2
824;1975;47;Universitario;Casado;40794;Sin hijos;1;7/4/2013;18;261;23;73;4;23;50;2;6;3;5;7
825;1970;52;Universitario;Pareja;74854;Un hijo;2;8/4/2013;90;856;59;487;58;29;73;7;2;5;5;5
826;1949;73;Secundario;Soltero;26518;Un hijo;1;8/4/2013;33;20;1;28;3;3;2;3;2;0;3;8
827;1967;55;Secundario;Casado;56320;Sin hijos;1;8/4/2013;11;201;53;172;116;77;83;3;5;4;9;4
828;1951;71;Universitario;Casado;75903;Sin hijos;1;8/4/2013;50;340;108;185;130;38;100;2;6;6;9;3
829;1978;44;Universitario;Pareja;41154;Sin hijos;1;9/4/2013;98;44;2;11;2;3;7;1;1;0;4;5
830;1951;71;Universitario;Divorciado;43185;Sin hijos;1;10/4/2013;88;537;6;42;16;6;30;2;9;3;6;8
831;1980;42;Universitario;Casado;34968;Un hijo;0;10/4/2013;11;158;6;45;8;2;2;7;3;2;5;7
832;1962;60;Master;Soltero;72217;Sin hijos;0;10/4/2013;93;816;42;450;55;56;154;1;3;10;8;2
833;1972;50;Universitario;Divorciado;51813;Un hijo;1;11/4/2013;37;51;2;7;0;1;2;2;2;0;3;7
834;1951;71;Master;Pareja;47352;Sin hijos;1;11/4/2013;70;172;12;112;8;0;15;4;6;1;5;7
835;1951;71;Master;Pareja;47352;Sin hijos;1;11/4/2013;70;172;12;112;8;0;15;4;6;1;5;7
836;1955;67;Secundario;Casado;59821;Sin hijos;1;12/4/2013;11;629;0;70;0;0;35;6;11;2;7;8
837;1941;81;Secundario;Casado;93027;Sin hijos;0;13/4/2013;77;1285;42;716;55;0;21;0;7;10;5;2
838;1962;60;Master;Divorciado;59432;Sin hijos;1;13/4/2013;88;317;25;265;25;19;12;3;5;3;11;5
839;1972;50;Universitario;Casado;33622;Un hijo;1;13/4/2013;22;39;1;22;3;4;12;3;2;0;4;7
840;1974;48;Secundario;Casado;34596;Un hijo;0;13/4/2013;48;14;0;2;0;0;7;1;1;0;2;8
841;1981;41;Universitario;Divorciado;28510;Un hijo;1;13/4/2013;72;44;5;19;0;4;19;3;2;0;4;5
842;1974;48;Secundario;Casado;34596;Un hijo;0;13/4/2013;48;14;0;2;0;0;7;1;1;0;2;8
843;1973;49;Universitario;Soltero;3502;Un hijo;0;13/4/2013;56;2;1;1;0;0;1;0;0;0;0;14
844;1975;47;Master;Soltero;81169;Sin hijos;0;14/4/2013;47;1288;20;613;80;61;27;1;5;7;9;2
845;1951;71;Master;Casado;27450;Sin hijos;0;15/4/2013;57;37;12;23;8;11;52;1;2;1;3;7
846;1991;31;Universitario;Pareja;89891;Sin hijos;0;15/4/2013;17;412;22;132;59;28;183;1;11;6;8;4
847;1955;67;Universitario;Pareja;65748;Sin hijos;1;15/4/2013;58;172;73;93;95;78;34;2;2;4;10;1
848;1967;55;Universitario;Pareja;27943;Un hijo;1;15/4/2013;89;12;1;16;4;1;3;3;2;0;3;8
849;1983;39;Universitario;Soltero;24072;Un hijo;0;16/4/2013;79;9;1;6;3;0;4;1;1;0;2;8
850;1959;63;Primario;Divorciado;78353;Sin hijos;1;16/4/2013;51;752;122;476;39;153;34;1;10;2;11;8
851;1993;29;Universitario;Soltero;72354;Sin hijos;0;17/4/2013;67;315;26;473;220;12;182;1;2;10;6;1
852;1960;62;Universitario;Pareja;13672;Un hijo;1;17/4/2013;86;6;2;9;2;1;5;2;1;0;3;8
853;1946;76;Secundario;Casado;51012;Sin hijos;0;18/4/2013;86;102;9;63;2;9;24;1;4;1;4;6
854;1963;59;Universitario;Casado;22419;Sin hijos;0;18/4/2013;74;30;3;47;19;21;42;1;3;2;2;8
855;1973;49;Universitario;Soltero;83917;Sin hijos;0;18/4/2013;12;514;22;732;42;198;79;1;6;7;7;3
856;1963;59;Universitario;Casado;22419;Sin hijos;0;18/4/2013;74;30;3;47;19;21;42;1;3;2;2;8
857;1983;39;Universitario;Pareja;37292;Un hijo;0;18/4/2013;32;275;0;86;10;23;66;5;6;3;5;8
858;1946;76;Secundario;Casado;51012;Sin hijos;0;18/4/2013;86;102;9;63;2;9;24;1;4;1;4;6
859;1962;60;Universitario;Casado;86111;Sin hijos;0;19/4/2013;73;399;28;756;36;40;126;1;5;7;10;2
860;1979;43;Universitario;Pareja;85693;Sin hijos;1;20/4/2013;59;386;172;183;185;132;111;2;9;5;11;5
861;1972;50;Universitario;Soltero;21359;Un hijo;0;20/4/2013;1;12;2;17;6;1;10;2;2;0;3;8
862;1962;60;Secundario;Soltero;27238;Un hijo;1;20/4/2013;39;37;0;17;0;0;3;3;3;0;3;9
863;1984;38;Universitario;Soltero;79607;Sin hijos;0;21/4/2013;37;450;133;951;173;0;216;1;3;6;6;1
864;1968;54;Master;Divorciado;63841;Sin hijos;1;21/4/2013;64;635;15;100;20;7;131;1;9;3;9;6
865;1971;51;Secundario;Pareja;78642;Sin hijos;1;21/4/2013;83;1396;0;322;46;35;17;1;4;9;4;6
866;1968;54;Master;Divorciado;63841;Sin hijos;1;21/4/2013;64;635;15;100;20;7;131;1;9;3;9;6
867;1968;54;Master;Divorciado;63841;Sin hijos;1;21/4/2013;64;635;15;100;20;7;131;1;9;3;9;6
868;1976;46;Universitario;Divorciado;30992;Un hijo;0;22/4/2013;83;17;0;14;7;3;2;1;1;0;3;7
869;1978;44;Secundario;Casado;41014;Un hijo;0;22/4/2013;65;7;2;6;2;0;3;1;1;0;2;7
870;1969;53;Master;Casado;43641;Un hijo;1;22/4/2013;50;57;2;51;4;2;23;3;2;1;4;6
871;1960;62;Master;Casado;81843;Sin hijos;0;22/4/2013;13;779;86;537;34;69;138;1;5;9;12;3
872;1978;44;Universitario;Casado;38136;Un hijo;0;22/4/2013;69;8;15;27;0;20;33;2;3;1;2;8
873;1976;46;Universitario;Divorciado;30992;Un hijo;0;22/4/2013;83;17;0;14;7;3;2;1;1;0;3;7
874;1955;67;Secundario;Pareja;75261;Sin hijos;0;23/4/2013;17;1239;17;413;23;34;17;1;5;6;5;2
875;1982;40;Master;Pareja;27590;Un hijo;0;23/4/2013;38;6;0;5;0;0;1;1;1;0;2;7
876;1990;32;Universitario;Soltero;96843;Sin hijos;0;23/4/2013;60;448;71;951;40;17;17;1;6;11;10;2
877;1962;60;Universitario;Casado;65316;Un hijo;1;24/4/2013;65;112;6;92;3;9;38;2;3;2;5;4
878;1965;57;Universitario;Soltero;42720;Un hijo;1;24/4/2013;9;392;5;91;28;26;112;8;7;3;7;8
879;1968;54;Universitario;Casado;61314;Sin hijos;1;25/4/2013;1;378;0;189;97;172;172;2;5;5;12;3
880;1972;50;Master;Soltero;49494;Un hijo;0;25/4/2013;46;191;9;97;0;6;82;2;6;1;5;7
881;1992;30;Master;Pareja;42670;Sin hijos;0;27/4/2013;12;154;2;46;20;4;15;1;4;2;4;4
882;1955;67;Universitario;Casado;48726;Sin hijos;1;27/4/2013;90;138;3;38;4;0;59;3;3;2;4;6
883;1957;65;Secundario;Divorciado;54237;Sin hijos;1;27/4/2013;48;267;3;30;4;0;57;4;5;2;5;6
884;1966;56;Universitario;Soltero;34704;Sin hijos;1;27/4/2013;65;29;0;5;0;1;5;1;1;0;3;5
885;1955;67;Universitario;Divorciado;37244;Un hijo;1;27/4/2013;90;18;2;10;0;0;25;1;1;1;2;7
886;1959;63;Secundario;Casado;75032;Sin hijos;1;28/4/2013;74;952;12;180;47;12;12;2;5;4;9;3
887;1951;71;Master;Pareja;59385;Un hijo;1;28/4/2013;85;135;0;10;0;4;36;2;3;1;4;5
888;1980;42;Universitario;Casado;80011;Sin hijos;1;29/4/2013;3;421;76;536;82;178;102;2;8;6;5;4
889;1977;45;Universitario;Pareja;157146;Sin hijos;0;29/4/2013;13;1;0;1725;2;1;1;0;0;28;0;1
890;1975;47;Universitario;Pareja;55914;Sin hijos;1;29/4/2013;32;384;60;364;119;101;232;4;11;6;8;7
891;1977;45;Primario;Pareja;20981;Sin hijos;0;30/4/2013;14;2;12;10;6;13;30;1;3;1;2;8
892;1975;47;Secundario;Divorciado;74165;Sin hijos;0;1/5/2013;9;1001;12;240;16;12;12;1;5;4;10;2
893;1981;41;Secundario;Casado;87171;Sin hijos;0;1/5/2013;27;1001;44;107;58;44;44;1;6;7;11;2
894;1983;39;Secundario;Casado;92491;Sin hijos;0;1/5/2013;71;979;44;935;29;25;22;1;7;5;12;3
895;1955;67;Universitario;Soltero;57959;Sin hijos;1;2/5/2013;71;430;16;322;43;24;33;5;4;7;11;3
896;1954;68;Universitario;Casado;59111;Sin hijos;0;2/5/2013;90;524;0;134;28;28;155;1;11;1;8;7
897;1977;45;Universitario;Casado;34380;Un hijo;0;2/5/2013;68;72;7;58;13;1;24;4;4;1;3;8
898;1958;64;Secundario;Soltero;50729;Un hijo;1;2/5/2013;62;239;13;143;45;4;52;9;6;2;7;6
899;1991;31;Universitario;Soltero;49767;Sin hijos;0;2/5/2013;92;202;47;197;55;42;149;1;5;4;8;4
900;1962;60;Secundario;Divorciado;85696;Sin hijos;0;3/5/2013;88;714;76;395;116;0;12;1;4;6;9;1
901;1958;64;Primario;Soltero;15056;Un hijo;1;3/5/2013;76;6;12;3;21;6;40;5;2;2;3;5
902;1962;60;Secundario;Divorciado;85696;Sin hijos;0;3/5/2013;88;714;76;395;116;0;12;1;4;6;9;1
903;1985;37;Universitario;Casado;70951;Sin hijos;0;4/5/2013;66;239;10;554;254;87;54;1;3;4;9;1
904;1970;52;Universitario;Casado;28164;Un hijo;0;4/5/2013;23;3;18;26;11;8;12;3;2;0;4;7
905;1979;43;Primario;Casado;31086;Un hijo;1;4/5/2013;79;16;2;11;3;0;16;2;1;1;2;8
906;1980;42;Secundario;Soltero;76412;Sin hijos;0;5/5/2013;15;840;53;804;23;71;17;1;5;4;8;3
907;1967;55;Secundario;Pareja;56575;Sin hijos;2;5/5/2013;42;421;5;90;0;16;10;3;7;3;7;5
908;1989;33;Primario;Casado;85710;Sin hijos;0;5/5/2013;5;600;20;350;29;30;33;1;6;9;10;2
909;1965;57;Master;Soltero;35791;Dos hijos;1;6/5/2013;94;27;0;5;0;0;3;2;1;0;3;8
910;1978;44;Universitario;Pareja;53172;Sin hijos;1;6/5/2013;54;121;62;90;68;20;125;3;2;3;8;3
911;1965;57;Master;Soltero;35791;Dos hijos;1;6/5/2013;94;27;0;5;0;0;3;2;1;0;3;8
912;1958;64;Primario;Soltero;75342;Sin hijos;1;6/5/2013;38;204;97;97;21;118;26;1;5;2;10;4
913;1952;70;Universitario;Soltero;40887;Un hijo;1;6/5/2013;32;50;4;44;10;10;43;3;3;1;3;9
914;1964;58;Universitario;Soltero;45906;Sin hijos;1;7/5/2013;20;305;3;27;4;3;144;2;5;4;4;5
915;1954;68;Universitario;Casado;93404;Un hijo;2;7/5/2013;97;1279;15;287;20;0;15;3;3;4;7;5
916;1979;43;Primario;Pareja;7500;Un hijo;0;7/5/2013;7;2;8;11;3;8;21;4;3;2;2;7
917;1985;37;Secundario;Casado;33454;Un hijo;0;8/5/2013;32;76;10;56;3;1;23;2;4;0;4;8
918;1968;54;Secundario;Divorciado;83664;Un hijo;1;8/5/2013;57;866;21;151;28;21;86;3;2;2;12;5
919;1982;40;Universitario;Pareja;71853;Sin hijos;0;8/5/2013;29;358;108;413;141;97;32;1;2;8;6;1
920;1982;40;Universitario;Pareja;71853;Sin hijos;0;8/5/2013;29;358;108;413;141;97;32;1;2;8;6;1
921;1950;72;Secundario;Casado;54432;Dos hijos;1;9/5/2013;37;33;0;5;0;0;0;1;1;0;3;4
922;1961;61;Secundario;Soltero;84865;Sin hijos;0;9/5/2013;1;1248;16;349;43;16;16;1;2;4;9;4
923;1968;54;Secundario;Casado;29187;Un hijo;0;9/5/2013;43;26;0;6;0;0;2;1;1;0;3;8
924;1978;44;Secundario;Soltero;31626;Un hijo;0;10/5/2013;12;39;1;9;2;1;34;1;2;1;2;7
925;1980;42;Universitario;Casado;15072;Dos hijos;0;10/5/2013;96;8;2;15;0;10;18;4;3;1;3;5
926;1963;59;Secundario;Soltero;36736;Un hijo;1;10/5/2013;52;10;0;3;0;0;4;1;1;0;2;6
927;1960;62;Master;Divorciado;39228;Sin hijos;0;10/5/2013;1;7;1;6;0;3;3;1;0;0;3;4
928;1963;59;Master;Pareja;38620;Sin hijos;0;11/5/2013;56;112;17;44;34;22;89;1;2;5;3;3
929;1963;59;Master;Pareja;38620;Sin hijos;0;11/5/2013;56;112;17;44;34;22;89;1;2;5;3;3
930;1955;67;Universitario;Casado;50737;Sin hijos;1;11/5/2013;61;78;0;11;0;0;10;1;2;0;4;6
931;1946;76;Secundario;Pareja;44124;Sin hijos;1;11/5/2013;62;284;0;55;0;6;52;4;6;2;5;8
932;1958;64;Secundario;Viudo;80995;Sin hijos;1;11/5/2013;83;860;28;409;73;56;56;1;8;9;4;4
933;1954;68;Universitario;Casado;62820;Sin hijos;0;11/5/2013;51;398;61;265;138;61;53;1;3;4;6;1
934;1971;51;Secundario;Soltero;42767;Dos hijos;0;11/5/2013;53;20;6;43;19;5;38;1;3;1;2;8
935;1954;68;Universitario;Casado;62820;Sin hijos;0;11/5/2013;51;398;61;265;138;61;53;1;3;4;6;1
936;1952;70;Universitario;Pareja;83844;Sin hijos;0;12/5/2013;57;901;31;345;75;31;191;1;4;4;11;1
937;1976;46;Primario;Soltero;79689;Sin hijos;0;12/5/2013;65;311;26;640;180;37;121;1;4;9;13;2
938;1952;70;Universitario;Pareja;83844;Sin hijos;0;12/5/2013;57;901;31;345;75;31;191;1;4;4;11;1
939;1952;70;Universitario;Pareja;83844;Sin hijos;0;12/5/2013;57;901;31;345;75;31;191;1;4;4;11;1
940;1963;59;Master;Divorciado;48721;Un hijo;1;13/5/2013;50;81;18;113;47;13;21;6;4;2;5;6
941;1953;69;Universitario;Pareja;58398;Sin hijos;0;14/5/2013;44;299;5;201;21;21;49;3;5;4;8;4
942;1971;51;Universitario;Pareja;38590;Un hijo;0;15/5/2013;65;3;1;8;4;3;3;1;1;0;2;8
943;1971;51;Universitario;Soltero;10245;Un hijo;0;15/5/2013;32;4;7;7;6;4;13;3;1;2;2;5
944;1958;64;Primario;Pareja;53083;Un hijo;1;15/5/2013;65;215;7;33;3;0;13;6;5;1;5;7
945;1968;54;Universitario;Pareja;34916;Dos hijos;0;15/5/2013;89;51;23;82;33;0;42;4;5;1;3;9
946;1974;48;Secundario;Pareja;45068;Sin hijos;1;16/5/2013;25;14;0;3;0;0;3;1;1;0;2;7
947;1945;77;Secundario;Casado;65846;Sin hijos;0;17/5/2013;68;562;81;276;80;40;81;1;6;3;6;4
948;1989;33;Secundario;Pareja;66973;Sin hijos;0;17/5/2013;98;466;22;432;147;113;102;1;8;7;12;3
949;1960;62;Universitario;Casado;79530;Sin hijos;0;17/5/2013;64;333;0;815;129;42;29;1;4;10;11;2
950;1954;68;Secundario;Casado;36930;Sin hijos;1;17/5/2013;50;223;2;31;0;2;39;5;5;2;4;8
951;1973;49;Master;Divorciado;52034;Un hijo;1;17/5/2013;67;146;0;93;7;13;73;5;4;2;5;7
952;1981;41;Universitario;Casado;54386;Sin hijos;1;17/5/2013;8;277;21;64;62;21;25;2;3;2;10;3
953;1954;68;Secundario;Soltero;74637;Sin hijos;0;18/5/2013;73;960;64;464;146;0;16;1;6;9;9;3
954;1967;55;Universitario;Divorciado;57136;Sin hijos;0;18/5/2013;18;267;140;599;34;12;127;1;7;5;7;6
955;1969;53;Master;Pareja;57136;Un hijo;1;18/5/2013;52;375;42;48;94;66;96;7;4;10;4;3
956;1975;47;Universitario;Pareja;22280;Un hijo;0;19/5/2013;85;2;1;4;3;1;2;1;1;0;2;8
957;1969;53;Master;Soltero;62772;Sin hijos;1;19/5/2013;74;581;49;157;43;8;108;1;5;6;11;2
958;1972;50;Universitario;Casado;80134;Un hijo;0;20/5/2013;40;1218;16;272;104;0;80;2;5;3;6;6
959;1979;43;Primario;Casado;54210;Sin hijos;1;20/5/2013;18;70;54;109;80;9;45;2;4;1;7;5
960;1972;50;Universitario;Casado;80134;Un hijo;0;20/5/2013;40;1218;16;272;104;0;80;2;5;3;6;6
961;1956;66;Universitario;Soltero;60230;Sin hijos;1;20/5/2013;78;520;20;367;39;81;40;2;6;3;6;5
962;1958;64;Universitario;Divorciado;71964;Sin hijos;0;20/5/2013;81;587;51;932;180;34;86;1;5;6;5;3
963;1978;44;Primario;Soltero;26487;Un hijo;0;20/5/2013;23;2;8;10;12;14;23;3;2;1;3;5
964;1971;51;Universitario;Casado;25721;Un hijo;0;21/5/2013;75;1;3;6;3;6;15;1;1;1;2;7
965;1950;72;Secundario;Casado;48699;Un hijo;1;21/5/2013;90;26;1;10;2;0;1;1;1;0;3;5
966;1968;54;Secundario;Divorciado;69674;Sin hijos;2;22/5/2013;46;554;41;215;11;0;24;3;10;2;10;5
967;1959;63;Universitario;Pareja;87771;Sin hijos;1;22/5/2013;61;1492;38;287;50;57;33;1;5;10;4;6
968;1959;63;Universitario;Pareja;87771;Sin hijos;1;22/5/2013;61;1492;38;287;50;57;33;1;5;10;4;6
969;1970;52;Secundario;Casado;67536;Sin hijos;1;22/5/2013;45;1253;0;447;23;71;35;3;11;5;11;8
970;1965;57;Universitario;Pareja;36317;Sin hijos;1;22/5/2013;53;87;3;25;3;2;13;2;3;0;4;7
971;1983;39;Secundario;Divorciado;90687;Sin hijos;0;22/5/2013;98;982;17;672;23;34;51;1;6;2;8;2
972;1975;47;Master;Pareja;22669;Un hijo;0;22/5/2013;30;16;14;36;37;22;48;3;4;1;2;9
973;1972;50;Universitario;Casado;62710;Sin hijos;1;23/5/2013;53;441;35;83;7;29;11;4;4;2;12;4
974;1952;70;Universitario;Divorciado;62335;Sin hijos;1;23/5/2013;87;243;131;217;85;6;26;2;3;3;13;2
975;1958;64;Master;Casado;80739;Sin hijos;0;23/5/2013;92;674;92;736;39;0;92;1;3;11;9;1
976;1968;54;Universitario;Pareja;41728;Un hijo;0;24/5/2013;92;13;6;15;3;5;13;1;2;0;2;10
977;1981;41;Secundario;Pareja;39665;Un hijo;0;25/5/2013;97;127;1;56;0;1;31;3;4;2;3;7
978;1956;66;Master;Casado;62058;Sin hijos;1;26/5/2013;52;301;7;74;10;0;58;4;6;1;7;6
979;1971;51;Universitario;Pareja;69930;Sin hijos;0;26/5/2013;21;252;98;827;219;70;196;1;4;5;12;3
980;1953;69;Secundario;Soltero;51411;Un hijo;2;26/5/2013;81;14;0;3;0;0;1;1;0;0;3;5
981;1972;50;Universitario;Casado;77981;Un hijo;0;26/5/2013;78;138;120;204;16;126;60;3;7;4;7;5
982;1976;46;Universitario;Casado;53359;Un hijo;1;27/5/2013;4;173;4;30;3;6;41;4;5;1;4;7
983;1983;39;Universitario;Divorciado;82025;Sin hijos;0;28/5/2013;76;267;98;606;48;70;98;1;3;2;6;1
984;1969;53;Universitario;Pareja;54165;Sin hijos;0;28/5/2013;72;127;4;73;15;6;11;1;2;1;7;2
985;1954;68;Master;Pareja;36634;Sin hijos;1;28/5/2013;0;213;9;76;4;3;30;3;5;2;5;7
986;1956;66;Universitario;Soltero;54252;Un hijo;1;28/5/2013;25;178;4;26;8;4;44;5;4;1;5;6
987;1949;73;Master;Viudo;47570;Un hijo;1;29/5/2013;3;67;1;20;0;2;31;3;2;2;2;7
988;1953;69;Universitario;Casado;47703;Sin hijos;1;29/5/2013;95;359;0;134;13;26;123;4;6;3;8;5
989;1948;74;Universitario;Casado;77142;Sin hijos;0;29/5/2013;54;476;75;162;29;151;97;1;4;4;8;2
990;1969;53;Universitario;Divorciado;69901;Sin hijos;1;29/5/2013;95;312;21;206;102;92;149;3;7;3;10;5
991;1988;34;Universitario;Casado;38872;Un hijo;0;30/5/2013;93;23;3;21;3;19;22;2;3;0;3;8
992;1974;48;Universitario;Divorciado;53034;Un hijo;1;30/5/2013;30;160;15;196;15;11;50;8;6;1;7;8
993;1989;33;Universitario;Casado;38360;Un hijo;0;31/5/2013;26;36;2;42;20;21;10;2;2;1;4;3
994;1981;41;Secundario;Soltero;36038;Un hijo;0;31/5/2013;82;23;0;15;0;2;7;2;3;0;3;6
995;1981;41;Secundario;Soltero;36038;Un hijo;0;31/5/2013;82;23;0;15;0;2;7;2;3;0;3;6
996;1955;67;Master;Divorciado;70638;Sin hijos;0;1/6/2013;69;1016;12;215;16;12;63;1;4;5;10;3
997;1951;71;Universitario;Soltero;60689;Sin hijos;1;1/6/2013;23;240;90;216;63;6;24;4;4;4;10;3
998;1955;67;Universitario;Viudo;58275;Un hijo;1;2/6/2013;48;189;10;253;56;43;64;6;8;2;7;7
999;1977;45;Universitario;Pareja;666666;Un hijo;0;2/6/2013;23;9;14;18;8;1;12;4;3;1;3;6
1000;1989;33;Universitario;Casado;666666;Sin hijos;0;3/6/2013;69;861;138;461;60;30;61;1;6;5;12;3
1001;1976;46;Secundario;Pareja;162397;Un hijo;1;3/6/2013;31;85;1;16;2;1;2;0;0;0;1;1
1002;1955;67;Primario;Casado;72635;Sin hijos;0;3/6/2013;54;390;22;323;104;35;107;1;6;8;6;3
1003;1975;47;Universitario;Soltero;84196;Sin hijos;1;3/6/2013;56;215;63;507;231;31;190;1;8;4;7;3
1004;1983;39;Secundario;Soltero;87188;Sin hijos;0;3/6/2013;73;910;111;724;49;74;55;1;10;2;6;3
1005;1955;67;Primario;Casado;72635;Sin hijos;0;3/6/2013;54;390;22;323;104;35;107;1;6;8;6;3
1006;1953;69;Master;Viudo;84953;Sin hijos;0;3/6/2013;73;167;48;602;63;72;72;1;3;10;4;2
1007;1949;73;Primario;Viudo;74859;Sin hijos;0;3/6/2013;63;570;73;614;133;102;73;1;6;5;11;3
1008;1964;58;Universitario;Soltero;18701;Un hijo;1;4/6/2013;95;12;4;2;10;6;10;4;2;0;4;5
